timestamp,Hog_parking_Antoinette,Fox_office_Vicki,Fox_office_Joy,Hog_services_Marshall,Bull_office_Ella,Fox_education_Elvira,Bull_office_Sally,Fox_education_Charles,Bear_education_Chad,Rat_office_Lora,Rat_office_Adele,Rat_assembly_Kelley,Rat_public_Julieann,Bear_education_Lewis,Rat_office_Randy,Rat_assembly_Pauline,Rat_office_Craig
2016-07-23 18:00:00,9.0,186.47,245.49,102.873,60.0,217.43,53.0,23.96,1124.9024,267.31,718.43,1.8,10.68,13.0,168.32,8.76,355.15
2016-07-23 19:00:00,8.0,177.92,234.0,107.342,62.0,210.16,55.0,22.99,1097.9986,276.25,704.61,2.0,10.57,12.892857142857142,163.83,7.8,318.38
2016-07-23 20:00:00,9.0,172.93,230.78,108.956,77.0,209.36,54.888888888888886,23.4,1067.9414,269.92,700.49,2.52,11.04,12.785714285714286,158.2,6.84,352.32
2016-07-23 21:00:00,8.0,170.8,228.33,107.848,82.0,204.18,54.77777777777778,22.35,1064.0212,271.89,719.19,2.506666666666667,11.21,12.678571428571429,158.35,6.24,371.19
2016-07-23 22:00:00,10.0,169.56,225.85,109.978,87.0,208.71,54.666666666666664,20.52,1030.1798,257.56,691.92,2.493333333333333,11.31,12.571428571428571,156.96,6.08,361.98
2016-07-23 23:00:00,10.0,168.04,218.29,109.87,83.0,193.78,54.55555555555556,19.94,1004.6235,240.83,706.5,2.48,11.33,12.464285714285714,156.75,6.013333333333334,352.76
2016-07-24 00:00:00,10.0,163.85,192.25,107.275,86.0,189.91,54.44444444444444,21.1,958.4055,242.86,711.16,3.04,11.4,12.357142857142858,157.6,5.946666666666666,348.77
2016-07-24 01:00:00,10.0,162.8,183.33,105.074,83.0,185.88,54.333333333333336,20.66,954.7655,242.57,703.79,2.56,11.39,12.25,155.46,5.88,347.13
2016-07-24 02:00:00,9.0,157.72,203.43,107.689,85.0,181.91,54.22222222222222,18.71,955.7784,239.96,707.11,2.52,11.32,13.0,155.34,5.76,201.99
2016-07-24 03:00:00,10.0,155.48,206.99,110.062,84.5,216.9,54.111111111111114,17.91,951.65,246.59,702.76,2.44,11.37,13.25,155.21,4.24,337.94
2016-07-24 04:00:00,9.0,152.7,201.74,108.474,84.0,217.03,54.0,17.46,950.6928,250.71,690.65,2.28,11.4,13.25,151.55,2.44,321.79
2016-07-24 05:00:00,10.0,151.19,196.43,105.548,83.5,212.04,54.0,16.84,993.5053,274.85,692.79,2.12,11.45,13.25,149.63,1.8,302.01
2016-07-24 06:00:00,9.0,155.55,190.21,106.837,83.0,209.86,54.0,17.31,994.2672,265.7,666.99,1.96,11.02,13.25,145.48,1.68,281.08
2016-07-24 07:00:00,23.0,171.0,195.31,106.253,75.33333333333333,210.68,54.0,17.08,1005.5255,288.14,674.07,1.4,10.82,13.25,144.24,1.12,278.59
2016-07-24 08:00:00,29.0,177.21,206.25,96.366,67.66666666666667,214.95,49.0,17.97,1044.7981,657.04,677.16,1.44,10.8625,13.0,145.28,2.24,288.27
2016-07-24 09:00:00,26.0,178.31,214.49,96.886,60.0,217.42,48.0,17.52,1087.1921,616.33,695.72,1.52,10.905000000000001,13.25,146.19,2.96,295.97
2016-07-24 10:00:00,23.0,178.76,217.31,98.653,61.0,210.28,49.0,18.53,1080.0769,598.62,691.97,1.56,10.9475,13.4,148.73,6.84,298.97
2016-07-24 11:00:00,25.0,178.9,224.63,101.679,62.0,210.94,49.166666666666664,18.81,1097.6873,604.89,703.49,1.72,10.99,13.55,149.97,7.213333333333333,306.05
2016-07-24 12:00:00,27.0,177.39,229.22,98.483,59.0,206.51,49.333333333333336,19.31,1117.0023,610.53,707.52,1.88,11.6,13.7,150.14,7.586666666666667,315.97
2016-07-24 13:00:00,26.0,178.57,230.73,98.508,60.0,210.06,49.5,20.91,1127.0653,611.26,700.72,1.8533333333333333,11.59,13.85,154.84,7.96,325.0
2016-07-24 14:00:00,25.0,183.68,237.55,104.063,61.0,217.41,49.666666666666664,24.62,1135.5286,612.99,699.2,1.8266666666666667,11.51,14.0,156.83,7.4,332.37
2016-07-24 15:00:00,24.0,184.01,237.77,103.891,62.0,217.92,49.833333333333336,22.78,1120.6516,609.31,714.4,1.8,11.41,13.75,156.23,7.88,341.34
2016-07-24 16:00:00,23.0,185.44,239.6,104.852,63.0,212.94,50.0,24.86,1116.1858,300.62,710.88,2.52,11.27,14.25,156.54,8.2,351.14
2016-07-24 17:00:00,22.0,185.66,242.88,104.973,60.0,213.62,50.333333333333336,21.43,1104.26,265.32,728.51,2.0,11.22,14.0,156.72,8.76,350.24
2016-07-24 18:00:00,21.0,184.0,237.02,103.517,62.0,216.56,50.666666666666664,23.26,1091.799,276.66,718.73,1.84,11.19,13.6,155.5,8.6,351.18
2016-07-24 19:00:00,20.0,175.89,225.58,102.348,61.0,224.1,51.0,22.97,1088.9702,267.74,711.99,2.64,11.14,13.2,154.14,8.0,350.58
2016-07-24 20:00:00,19.0,170.97,221.75,104.404,75.0,220.39,52.0,20.71,989.5021,274.31,718.2,3.04,11.52,12.8,156.33,8.2,335.4
2016-07-24 21:00:00,18.666666666666668,167.11,219.9,103.832,83.0,210.02,52.6,20.52,967.9454,271.44,697.1,2.8533333333333335,11.6,12.4,156.07,6.28,349.15
2016-07-24 22:00:00,18.333333333333332,164.75,220.38,101.928,83.16666666666667,208.54,53.2,19.87,778.0492,255.6,712.3,2.6666666666666665,11.61,12.0,155.15,6.12,347.24
2016-07-24 23:00:00,18.0,163.88,216.85,99.12,83.33333333333333,196.38,53.8,19.45,828.3203,246.2,687.56,2.48,11.62,12.25,152.17,6.08,343.07
2016-07-25 00:00:00,19.0,163.26,193.05,97.63,83.5,189.09,54.4,18.71,897.9451,243.78,705.8,2.506666666666667,11.6,12.5,149.57,4.68,339.07
2016-07-25 01:00:00,19.25,160.07,183.06,99.9,83.66666666666667,190.78,55.0,18.94,944.6349,244.7,723.55,2.533333333333333,11.57,12.75,149.03,6.16,342.47
2016-07-25 02:00:00,19.5,157.81,205.92,95.367,83.83333333333333,179.99,55.25,16.45,933.4088,238.13,711.26,2.56,11.59,13.0,148.72,5.88,329.13
2016-07-25 03:00:00,19.75,157.36,208.27,92.123,84.0,204.02,55.5,17.97,936.8439,244.2,717.72,2.52,11.59,13.25,148.3,5.76,319.62
2016-07-25 04:00:00,20.0,152.53,199.34,94.158,83.0,212.27,55.75,16.39,934.3073,438.84,770.35,2.36,11.59,13.5,147.53,4.16,317.66
2016-07-25 05:00:00,16.0,149.85,195.87,96.66,84.0,207.91,56.0,15.12,984.8616,604.06,843.0,2.2,11.59,13.75,146.42,2.76,319.5
2016-07-25 06:00:00,17.0,155.51,191.9,93.284,87.0,171.31,103.0,16.29,1001.1559,583.26,865.83,2.04,11.14,14.0,147.43,2.48,297.57
2016-07-25 07:00:00,18.0,187.24,210.17,109.321,88.0,207.84,102.0,21.73,1034.5804,656.14,878.26,1.48,11.04,18.0,162.49,1.88,303.23
2016-07-25 08:00:00,19.0,212.44,252.88,128.797,91.0,256.62,101.0,21.51,837.2437,717.82,916.08,2.76,10.36,24.25,167.63,2.92,329.22
2016-07-25 09:00:00,20.0,224.45,267.85,132.488,73.0,261.23,113.0,20.65,886.972,739.44,981.32,2.72,9.56,33.8408,181.35,4.92,359.88
2016-07-25 10:00:00,21.0,233.57,272.82,134.47899999999998,75.0,265.44,120.0,23.56,904.3565,799.74,996.38,3.48,10.92,37.5719,186.24,7.84,364.42
2016-07-25 11:00:00,22.0,234.56,280.06,134.899,69.0,261.75,133.0,23.51,898.3942,816.07,889.41,3.96,10.91,36.75,184.37,9.28,373.48
2016-07-25 12:00:00,24.0,235.64,283.7,141.283,70.0,271.25,132.0,24.03,908.24,840.3,1079.05,4.4,10.85,34.0,187.0,8.24,390.88
2016-07-25 13:00:00,25.0,231.57,284.83,138.998,74.0,265.04,131.0,26.01,895.0558,851.73,1039.28,5.24,10.98,38.75,191.4,8.64,387.6
2016-07-25 14:00:00,26.0,234.33,290.91,143.537,69.0,257.82,130.0,27.1,896.2415,855.38,1047.19,4.64,10.88,41.5,193.14,8.84,379.92
2016-07-25 15:00:00,27.0,239.15,293.35,141.055,71.0,260.76,132.0,26.98,890.6255,866.59,1050.46,4.96,10.96,42.0,187.26,8.16,378.89
2016-07-25 16:00:00,28.0,239.44,290.38,123.519,72.0,259.09,123.0,27.03,889.0134,846.81,1007.13,4.0,10.91,38.25,181.16,9.12,375.41
2016-07-25 17:00:00,25.0,226.89,271.66,124.538,76.0,238.17,121.0,28.93,835.7347,803.15,958.12,3.88,10.89,28.75,173.94,9.04,376.72
2016-07-25 18:00:00,24.0,210.96,242.85,122.945,69.0,223.42,111.0,26.88,803.4337,529.49,854.63,2.88,10.85,19.75,163.95,8.84,371.25
2016-07-25 19:00:00,23.0,195.63,222.44,123.181,66.0,214.84,106.0,26.08,796.3745,475.8,788.67,2.76,10.82,16.25,154.01,7.36,360.43
2016-07-25 20:00:00,22.0,185.7,216.35,121.609,79.0,221.35,102.0,25.48,783.8677,463.91,770.65,3.4,11.38,17.0,153.68,7.44,360.36
2016-07-25 21:00:00,21.0,179.02,211.86,120.715,86.0,223.69,94.0,23.23,770.6502,467.26,755.11,3.32,11.37,16.75,152.98,6.32,382.42
2016-07-25 22:00:00,19.0,172.93,215.36,120.736,84.0,212.8,84.0,21.13,763.9709,423.66,775.67,3.24,11.51,15.0,151.21,6.16,378.83
2016-07-25 23:00:00,18.0,171.13,207.83,115.157,86.0,203.83,56.0,17.2,732.4953,259.12,733.97,3.0,11.46,12.25,150.86,6.04,355.42
2016-07-26 00:00:00,18.0,167.12,183.26,106.08,84.66666666666667,184.82,53.0,16.92,717.998,241.14,743.97,2.96,11.47,12.4,145.44,5.8,341.96
2016-07-26 01:00:00,18.0,167.15,173.41,102.504,83.33333333333333,183.86,52.0,17.63,708.6872,241.55,736.74,2.64,11.56,12.55,144.18,4.12,337.93
2016-07-26 02:00:00,18.0,165.15,194.92,97.971,82.0,177.21,52.666666666666664,16.65,709.0834,241.63,730.36,2.7733333333333334,11.513333333333334,12.7,143.41,3.32,331.84
2016-07-26 03:00:00,18.0,159.75,196.55,95.762,85.0,205.05,53.333333333333336,15.62,706.7524,251.66,716.61,2.9066666666666667,11.466666666666667,12.85,143.27,2.2,323.07
2016-07-26 04:00:00,16.0,156.1,185.69,96.475,85.66666666666667,211.26,54.0,17.24,709.6712,256.52,750.34,3.04,11.42,13.0,142.87,2.16,328.49
2016-07-26 05:00:00,17.0,155.03,185.0,96.229,86.33333333333333,214.17,58.0,15.51,749.7139999999997,370.05,809.57,4.24,11.45,12.5,142.6,1.9866666666666668,319.48
2016-07-26 06:00:00,16.0,168.61,179.74,98.527,87.0,211.8,100.0,18.11,755.3777,511.85,823.52,1.96,10.98,14.5,146.05,1.8133333333333332,296.98
2016-07-26 07:00:00,17.6,189.78,215.74,115.568,83.6,221.71,87.0,20.43,780.7641,658.1,876.74,1.72,10.72,17.5,164.07,1.64,300.46
2016-07-26 08:00:00,19.2,206.14,254.87,137.523,80.2,255.18,93.0,19.8,781.7838,714.29,931.3,2.6,10.79,26.5,174.03,2.6,330.26
2016-07-26 09:00:00,20.8,230.77,273.78,142.751,76.8,260.37,108.0,19.37,818.2183,755.33,975.46,3.04,10.55,32.5,184.31,4.28,348.94
2016-07-26 10:00:00,22.4,235.94,285.86,143.327,73.4,270.45,118.0,22.41,824.0103,807.78,991.44,3.08,10.74,37.25,188.34,8.12,357.38
2016-07-26 11:00:00,24.0,235.99,286.17,147.304,70.0,266.01,121.0,26.98,832.4995,829.87,1002.81,3.24,10.8,38.0,189.22,8.44,362.07
2016-07-26 12:00:00,28.0,236.64,295.83,147.661,72.0,267.93,128.0,26.25,825.4924,859.33,1014.53,3.08,10.85,36.0,191.89,8.64,371.44
2016-07-26 13:00:00,34.0,238.01,302.15,148.827,73.0,267.11,130.0,26.09,839.8254,876.86,1029.06,3.6,10.83,38.0,196.63,8.56,374.47
2016-07-26 14:00:00,32.0,239.73,303.78,149.571,69.0,272.61,128.0,23.87,857.5166,872.76,1019.03,4.48,10.86,39.0,199.79,8.52,368.69
2016-07-26 15:00:00,29.0,246.99,315.19,145.535,75.0,274.25,125.0,29.47,829.8555,873.86,1015.62,3.72,10.98,40.0,200.1,8.36,371.2
2016-07-26 16:00:00,32.0,242.45,310.26,132.875,74.0,259.32,124.0,28.23,827.4775,867.38,995.47,3.96,10.85,37.75,195.56,8.76,371.53
2016-07-26 17:00:00,29.666666666666668,229.06,288.08,133.017,80.0,238.83,117.0,28.84,783.4969,829.97,938.76,3.6,10.78,28.5,188.27,9.2,373.34
2016-07-26 18:00:00,27.333333333333332,212.76,262.06,131.95600000000002,74.0,225.4,113.66666666666667,28.7,764.8716,541.13,845.59,2.68,10.74,22.75,183.96,8.32,374.12
2016-07-26 19:00:00,25.0,199.35,250.46,127.923,69.0,216.16,110.33333333333333,25.75,752.4852,490.42,778.7,2.76,10.67,18.25,166.91,7.0,350.28
2016-07-26 20:00:00,23.333333333333332,195.92,240.61,126.108,73.0,214.25,107.0,25.06,742.0104,325.25,756.24,3.16,11.51,17.0,158.66,6.52,332.76
2016-07-26 21:00:00,21.666666666666668,185.67,238.8,127.893,80.0,213.13,96.0,28.26,730.4089,306.53,738.41,3.24,11.43,16.5,157.68,6.04,351.09
2016-07-26 22:00:00,20.0,184.49,236.81,129.225,79.8,207.17,87.0,23.19,725.8304,270.88,723.47,3.84,11.21,15.25,155.72,6.0,343.69
2016-07-26 23:00:00,18.0,181.08,233.89,128.821,79.6,199.67,58.0,19.54,701.5242,257.3,714.76,3.56,11.18,15.28125,154.33,6.16,345.64
2016-07-27 00:00:00,19.0,177.91,211.5,111.996,79.4,206.05,57.833333333333336,19.52,651.2505,252.11,734.4,3.0,11.17,15.3125,155.36,4.68,346.52
2016-07-27 01:00:00,18.0,177.16,200.46,106.957,79.2,191.86,57.666666666666664,17.3,645.1044,254.82,702.7,2.88,11.2,15.34375,154.38,3.4,346.84
2016-07-27 02:00:00,18.5,174.9,221.17,106.558,79.0,185.64,57.5,17.34,636.6402,257.23,725.69,2.84,11.22,15.375,151.08,2.68,340.55
2016-07-27 03:00:00,19.0,170.38,220.46,105.822,78.0,215.8,57.333333333333336,18.0,639.957,250.47,725.08,2.76,11.223333333333334,15.40625,148.63,2.52,330.68
2016-07-27 04:00:00,19.5,163.78,209.59,105.763,77.0,212.71,57.166666666666664,16.49,644.9601,258.93,773.67,2.68,11.226666666666667,15.4375,148.39,2.12,331.28
2016-07-27 05:00:00,20.0,155.74,200.45,103.741,81.0,214.93,57.0,17.1,685.0089999999999,370.69,818.76,2.6,11.23,15.46875,148.05,2.32,337.0
2016-07-27 06:00:00,19.0,165.34,193.6,109.424,87.0,215.3,97.0,18.47,685.6668,533.16,814.3,2.32,10.93,15.5,151.65,2.2,256.15
2016-07-27 07:00:00,19.8,193.47,222.02,125.632,81.33333333333333,227.83,87.0,20.68,721.4531,659.36,847.42,1.6,10.55,18.0,169.62,1.76,332.35
2016-07-27 08:00:00,20.6,209.27,261.46,145.39,75.66666666666667,252.75,95.0,23.91,777.6285,703.05,886.74,2.84,10.61,25.75,175.42,2.08,326.55
2016-07-27 09:00:00,21.4,232.16,281.54,142.96200000000005,70.0,265.1,107.0,21.29,798.1819,734.43,937.4,2.933333333333333,10.57,31.75,188.46,3.16,342.75
2016-07-27 10:00:00,22.2,237.11,289.39,142.306,76.0,268.13,112.0,24.14,821.4526,781.18,947.36,3.026666666666667,10.58,34.25,188.97,7.64,349.26
2016-07-27 11:00:00,23.0,239.0,296.54,139.63,72.0,269.73,119.0,26.14,831.3616,802.72,983.36,3.12,10.61,36.0,189.91,7.7733333333333325,342.34
2016-07-27 12:00:00,24.0,246.05,300.38,142.291,69.0,266.42,121.0,31.13,837.7011,833.58,964.61,4.36,10.62,35.0,191.85,7.906666666666666,348.63
2016-07-27 13:00:00,26.0,243.27,305.59,142.56799999999996,70.0,269.47,130.0,34.75,828.1529,847.63,962.02,3.48,10.606666666666666,36.25,191.19,8.04,355.21
2016-07-27 14:00:00,25.0,245.67,312.45,139.81,71.0,268.27,129.0,34.29,828.8166,855.8,971.43,3.52,10.593333333333334,38.5,195.63,8.52,355.27
2016-07-27 15:00:00,24.0,249.39,317.95,132.04,74.0,267.97,119.0,33.09,830.94,860.24,973.41,3.56,10.58,36.25,196.9,8.28,354.81
2016-07-27 16:00:00,22.0,244.15,315.04,116.62,72.0,261.39,116.0,31.16,819.9184,866.09,969.71,3.64,10.66,33.75,191.86,8.84,356.97
2016-07-27 17:00:00,19.0,234.22,292.97,104.013,70.0,230.6,119.0,30.12,804.535,830.67,948.17,4.2,10.64,28.5,185.04,9.32,364.56
2016-07-27 18:00:00,18.0,215.19,266.69,101.353,68.0,227.72,98.0,29.39,806.0807,552.19,830.06,3.16,10.59,21.25,169.87,8.36,360.11
2016-07-27 19:00:00,17.0,203.52,249.63,103.525,67.0,222.03,101.0,28.95,789.4057,513.47,789.28,2.72,10.62,19.5,157.02,7.04,348.32
2016-07-27 20:00:00,16.0,193.3,243.48,106.511,78.0,223.43,104.0,27.61,772.0923,495.36,759.56,3.04,11.2,17.75,155.84,6.32,346.05
2016-07-27 21:00:00,15.0,184.14,236.02,111.087,84.0,216.07,107.0,26.61,764.2847,492.18,746.13,2.96,11.27,16.0,155.11,6.12,359.11
2016-07-27 22:00:00,16.0,179.67,234.47,106.001,83.0,202.99,101.0,22.34,759.8445,453.5,731.32,3.68,11.283333333333333,14.5,153.5,6.04,352.79
2016-07-27 23:00:00,17.0,180.16,233.64,98.8,85.0,197.32,58.0,18.82,727.9636,436.33,731.58,3.4,11.296666666666667,14.3125,153.25,6.32,348.4
2016-07-28 00:00:00,16.333333333333332,174.25,209.53,96.955,82.0,202.99,54.0,18.47,692.5139999999999,248.94,744.05,3.12,11.31,14.125,154.04,5.44,345.7
2016-07-28 01:00:00,15.666666666666666,170.18,195.25,92.85,84.0,202.89,56.0,17.85,688.8439999999997,243.64,722.19,2.84,11.296666666666667,13.9375,153.17,3.76,348.24
2016-07-28 02:00:00,15.0,171.15,215.48,92.551,83.66666666666667,187.01,55.0,17.82,689.0381,243.12,740.73,2.82,11.283333333333333,13.75,151.4,2.16,343.88
2016-07-28 03:00:00,17.0,168.22,211.25,90.239,83.33333333333333,210.62,55.333333333333336,16.96,682.9325,250.73,739.08,2.8,11.27,14.0,147.12,2.16,343.15
2016-07-28 04:00:00,17.8,161.71,203.19,87.485,83.0,207.39,55.666666666666664,17.02,693.2118,260.21,790.71,2.78,11.28,14.583333333333334,147.16,2.16,335.22
2016-07-28 05:00:00,18.6,162.19,201.42,87.178,82.0,209.42,56.0,16.84,720.0246,367.25,831.9,2.76,11.27,15.166666666666666,146.87,2.16,332.76
2016-07-28 06:00:00,19.4,171.1,197.62,91.217,85.0,212.2,95.0,18.85,717.9126,497.44,823.34,2.32,10.85,15.75,151.6,2.12,308.56
2016-07-28 07:00:00,20.2,192.19,227.02,103.308,79.0,228.8,87.0,21.74,760.273,652.1,865.42,2.48,10.783333333333333,18.25,168.58,1.88,316.11
2016-07-28 08:00:00,21.0,204.46,259.56,116.775,73.0,251.83,99.0,20.99,875.5145,707.64,919.2,2.92,10.716666666666667,24.0,182.37,2.32,324.38
2016-07-28 09:00:00,20.0,226.94,283.75,112.673,67.0,259.85,109.0,21.97,931.9359,466.03,981.02,3.12,10.65,30.75,187.73,4.4,334.59
2016-07-28 10:00:00,19.0,230.92,294.37,110.94,63.0,257.28,113.0,23.9,1059.5991,212.09,1017.32,3.4,10.81,34.0,187.76,7.84,371.85
2016-07-28 11:00:00,18.0,233.53,301.18,110.422,71.0,276.8,123.0,26.63,1087.1854,747.48,1009.07,3.08,11.16,34.25,189.41,8.12,361.8
2016-07-28 12:00:00,18.0,236.35,301.76,113.08,72.0,279.96,127.0,28.23,1101.7772,673.58,1022.58,3.28,11.11,32.0,190.19,8.2,372.25
2016-07-28 13:00:00,18.0,237.25,303.94,119.12,71.0,265.92,138.0,30.22,1119.9505,627.12,1028.32,3.72,11.19,33.583333333333336,194.46,8.4,380.26
2016-07-28 14:00:00,18.0,240.74,311.09,119.124,68.0,270.14,145.0,29.67,1129.9621,697.13,1016.53,4.0,11.28,35.166666666666664,196.33,8.64,380.42
2016-07-28 15:00:00,18.0,244.89,317.02,121.776,70.0,266.3,135.0,28.61,1115.7683,680.9,1023.98,3.96,11.24,36.75,197.93,8.08,382.63
2016-07-28 16:00:00,18.0,241.49,314.04,111.774,74.0,234.86,131.0,30.14,1085.5262,671.12,1002.64,3.32,11.23,34.5,192.05,6.44,364.57
2016-07-28 17:00:00,18.0,226.64,293.36,106.132,75.0,230.78,112.0,28.48,1037.9103,606.04,929.49,2.76,10.97,26.75,176.69,6.6,345.43
2016-07-28 18:00:00,16.666666666666668,209.31,265.81,102.894,70.0,217.96,87.0,27.54,991.5325,287.02,820.7,2.893333333333333,10.79,19.5,166.27,2.04,345.4
2016-07-28 19:00:00,15.333333333333334,197.85,246.83,101.577,61.0,205.72,94.0,25.71,950.4156,262.95,779.22,3.026666666666667,10.94,18.25,157.82,1.84,331.18
2016-07-28 20:00:00,14.0,188.26,245.49,103.732,76.0,216.75,102.0,26.48,924.6436,262.0,759.36,3.16,11.69,17.25,149.37,2.2,333.93
2016-07-28 21:00:00,14.166666666666666,182.33,240.62,102.909,79.0,211.43,99.0,25.76,890.6037,249.65,754.52,3.0300000000000002,11.6,15.75,148.81,1.88,343.83
2016-07-28 22:00:00,14.333333333333334,178.92,244.78,102.6,82.0,186.29,84.0,23.55,878.1533,210.28,737.63,2.9000000000000004,11.62,15.45,144.19,1.88,339.86
2016-07-28 23:00:00,14.5,172.95,234.29,97.405,85.0,189.15,57.0,20.21,853.9887,195.07,731.84,2.77,11.57,15.15,142.75,1.88,330.35
2016-07-29 00:00:00,14.666666666666666,171.65,197.54,94.718,75.0,186.47,55.666666666666664,17.11,829.7626,114.72,736.43,2.64,11.56,14.85,144.92,1.88,334.61
2016-07-29 01:00:00,14.833333333333334,171.92,187.6,84.065,85.0,187.95,54.333333333333336,17.46,829.1705,113.82,735.38,2.6,11.55,14.55,143.44,1.84,333.03
2016-07-29 02:00:00,15.0,171.65,203.73,80.27199999999998,79.0,167.66,53.0,18.21,823.9574,126.32,712.2,2.5700000000000003,11.58,14.25,144.34,1.92,333.43
2016-07-29 03:00:00,15.166666666666666,171.67,209.64,80.962,78.0,188.92,54.0,16.07,829.2211,114.28,735.49,2.54,11.54,14.083333333333334,143.8,1.8,329.37
2016-07-29 04:00:00,15.333333333333334,162.93,202.1,79.998,82.0,183.88,53.0,18.21,827.7115,117.65,766.35,2.51,11.52,13.916666666666666,142.17,1.88,326.72
2016-07-29 05:00:00,15.5,161.91,197.93,81.167,75.0,187.56,55.0,17.1,862.8452,134.47,814.28,2.48,11.56,13.75,141.11,1.84,331.22
2016-07-29 06:00:00,15.666666666666666,165.38,198.49,86.617,87.0,192.42,94.0,19.55,876.936,139.27,810.53,2.28,11.51,15.5,144.32,1.72,296.95
2016-07-29 07:00:00,15.833333333333334,188.53,228.33,96.613,81.0,211.28,81.0,20.97,902.6244,219.93,826.59,1.4,10.94,17.75,158.48,1.08,290.3
2016-07-29 08:00:00,16.0,208.98,268.46,102.356,75.0,244.43,97.0,23.3,951.3409,268.61,874.81,2.28,10.91,23.75,168.13,1.04,294.76
2016-07-29 09:00:00,17.0,219.07,286.6,101.033,69.0,254.68,120.0,24.18,1004.7642,294.21,909.8,3.28,11.02,30.25,172.85,1.08,310.58
2016-07-29 10:00:00,16.0,198.2,297.55,106.434,72.0,260.16,135.0,22.45,1040.1264,307.88,925.73,2.8,10.86,34.5,176.69,3.96,313.0
2016-07-29 11:00:00,17.333333333333332,231.67,300.42,106.379,66.0,269.55,142.0,25.11,1063.1001,315.46,915.11,2.36,10.88,34.75,183.48,8.08,320.93
2016-07-29 12:00:00,18.666666666666668,234.41,298.92,108.604,69.0,268.82,150.0,27.48,1096.0112,323.99,921.14,2.56,10.89,32.75,185.3,7.32,326.37
2016-07-29 13:00:00,20.0,237.14,306.86,112.543,73.0,257.2,147.0,26.25,1122.0668,320.58,911.85,2.72,10.92,34.75,187.26,8.0,341.21
2016-07-29 14:00:00,21.0,233.59,314.47,113.59,70.0,259.57,145.0,25.09,1134.4959,331.73,932.21,2.68,10.81,36.5,185.88,8.2,335.06
2016-07-29 15:00:00,20.0,238.49,314.26,110.986,73.0,258.29,139.0,28.14,1107.7983,329.12,930.87,3.28,10.83,36.75,185.8,7.28,342.64
2016-07-29 16:00:00,22.0,232.76,309.2,101.005,71.75,245.83,128.0,27.57,1067.6756,312.27,924.26,2.64,10.87,32.25,185.36,7.92,346.04
2016-07-29 17:00:00,20.0,216.44,293.9,99.655,70.5,230.45,113.0,27.77,1023.3184,289.58,901.49,2.48,10.77,22.75,178.63,9.0,341.07
2016-07-29 18:00:00,12.0,206.1,269.87,96.71,69.25,217.27,100.0,26.2,975.0211,176.77,801.29,2.52,10.79,19.5,170.13,7.88,338.12
2016-07-29 19:00:00,11.0,196.24,250.05,96.896,68.0,214.7,99.0,26.47,945.1527,160.47,782.44,2.56,10.89,17.0,157.31,6.12,324.95
2016-07-29 20:00:00,10.0,184.35,243.06,98.962,77.0,199.12,104.0,22.1,902.4015,152.71,735.06,2.6,11.37,16.5,123.4,6.08,324.74
2016-07-29 21:00:00,11.0,176.18,236.03,94.097,87.0,205.71,87.33333333333333,22.4,891.2077,157.83,722.0,2.56,11.58,13.75,119.22,5.88,345.16
2016-07-29 22:00:00,10.6,172.8,228.63,94.131,85.0,192.55,70.66666666666666,18.3,887.8202,129.28,716.24,2.44,11.4,13.5,112.32,5.8,338.48
2016-07-29 23:00:00,10.2,166.94,217.62,104.719,87.0,184.69,54.0,15.39,871.192,124.01,710.35,2.36,11.34,13.25,117.23,5.752,329.28
2016-07-30 00:00:00,9.8,156.35,184.97,90.83,85.0,184.73,54.0,13.55,844.9693,214.47,728.86,2.56,11.42,13.0,119.21,5.704,330.63
2016-07-30 01:00:00,9.4,155.64,180.57,86.695,86.0,172.11,54.0,14.43,844.2114,213.28,710.8,2.32,11.41,12.7379,111.4,5.656,326.37
2016-07-30 02:00:00,9.0,157.09,200.55,86.10700000000001,85.25,162.39,54.0,18.9,837.4269,220.41,700.29,2.2,11.38,12.2027,109.25,5.608,322.44
2016-07-30 03:00:00,9.0,152.2,203.64,86.863,84.5,188.39,54.0,17.45,823.1353,212.94,712.84,2.28,11.363333333333333,12.1524,108.7,5.56,317.54
2016-07-30 04:00:00,9.0,151.68,195.71,81.859,83.75,187.5,54.0,16.77,823.567,236.87,714.49,2.12,11.346666666666668,12.1021,155.82,4.68,315.81
2016-07-30 05:00:00,9.0,150.42,192.95,80.804,83.0,190.11,54.0,15.66,861.7496,242.48,713.69,3.12,11.33,12.0518,153.61,3.64,311.47
2016-07-30 06:00:00,10.0,154.07,183.16,82.06700000000002,84.0,194.94,56.0,13.95,863.7104,250.84,692.61,1.88,11.12,12.0015,149.4,3.76,291.4
2016-07-30 07:00:00,16.0,155.44,196.7,81.223,83.0,199.95,84.0,15.32,870.6215,430.49,682.41,1.6933333333333334,10.64,11.9512,155.32,2.88,289.26
2016-07-30 08:00:00,19.0,169.44,206.85,84.705,82.0,209.56,69.0,15.54,892.3744,438.37,696.23,1.5066666666666666,10.67,11.9009,162.23,3.84,290.37
2016-07-30 09:00:00,20.0,173.78,215.89,90.299,55.0,206.99,70.0,13.29,915.9574,421.06,711.17,1.32,10.65,11.8506,168.99,5.04,308.87
2016-07-30 10:00:00,17.0,174.98,219.76,89.12899999999998,63.0,209.55,78.0,17.26,930.1411,422.12,702.0,1.48,10.66,11.8003,171.39,7.16,320.98
